"id","year","state_name","state_code","type_of_accident","cases","injured","died"
265,"2020","Maharashtra","27","Railway Crossing Accidents",0.0,0.0,0.0
266,"2020","Maharashtra","27","Road Accidents",22211.0,17165.0,12018.0
267,"2020","Manipur","14","Railway Accidents",0.0,0.0,0.0
268,"2020","Manipur","14","Railway Crossing Accidents",0.0,0.0,0.0
269,"2020","Manipur","14","Road Accidents",432.0,662.0,127.0
270,"2020","Meghalaya","17","Railway Accidents",0.0,0.0,0.0
271,"2020","Meghalaya","17","Railway Crossing Accidents",0.0,0.0,0.0
272,"2020","Meghalaya","17","Road Accidents",205.0,212.0,138.0
273,"2020","Mizoram","15","Railway Accidents",0.0,0.0,0.0
274,"2020","Mizoram","15","Railway Crossing Accidents",0.0,0.0,0.0
275,"2020","Mizoram","15","Road Accidents",47.0,45.0,53.0
276,"2020","Nagaland","13","Railway Accidents",0.0,0.0,0.0
277,"2020","Nagaland","13","Railway Crossing Accidents",3.0,0.0,3.0
278,"2020","Nagaland","13","Road Accidents",27.0,30.0,27.0
279,"2020","Odisha","21","Railway Accidents",279.0,0.0,280.0
280,"2020","Odisha","21","Railway Crossing Accidents",2.0,0.0,2.0
281,"2020","Odisha","21","Road Accidents",9817.0,8822.0,4738.0
282,"2020","Puducherry","34","Railway Accidents",0.0,0.0,0.0
283,"2020","Puducherry","34","Railway Crossing Accidents",0.0,0.0,0.0
284,"2020","Puducherry","34","Road Accidents",969.0,1019.0,145.0
285,"2020","Punjab","3","Railway Accidents",342.0,15.0,329.0
286,"2020","Punjab","3","Railway Crossing Accidents",2.0,0.0,4.0
287,"2020","Punjab","3","Road Accidents",5173.0,2881.0,3916.0
288,"2020","Rajasthan","8","Railway Accidents",429.0,15.0,415.0
289,"2020","Rajasthan","8","Railway Crossing Accidents",0.0,0.0,0.0
290,"2020","Rajasthan","8","Road Accidents",19121.0,16783.0,9252.0
291,"2020","Sikkim","11","Railway Accidents",0.0,0.0,0.0
292,"2020","Sikkim","11","Railway Crossing Accidents",0.0,0.0,0.0
293,"2020","Sikkim","11","Road Accidents",108.0,196.0,42.0
294,"2020","Tamil Nadu","33","Railway Accidents",959.0,64.0,902.0
295,"2020","Tamil Nadu","33","Railway Crossing Accidents",0.0,0.0,0.0
296,"2020","Tamil Nadu","33","Road Accidents",45484.0,50551.0,8059.0
297,"2020","Telangana","36","Railway Accidents",333.0,0.0,337.0
298,"2020","Telangana","36","Railway Crossing Accidents",0.0,0.0,0.0
299,"2020","Telangana","36","Road Accidents",19172.0,18661.0,6882.0
300,"2020","The Dadra And Nagar Haveli And Daman And Diu","38","Railway Accidents",0.0,0.0,0.0
301,"2020","The Dadra And Nagar Haveli And Daman And Diu","38","Railway Crossing Accidents",0.0,0.0,0.0
302,"2020","The Dadra And Nagar Haveli And Daman And Diu","38","Road Accidents",98.0,119.0,64.0
303,"2020","Tripura","16","Railway Accidents",2.0,0.0,2.0
304,"2020","Tripura","16","Railway Crossing Accidents",23.0,0.0,23.0
305,"2020","Tripura","16","Road Accidents",466.0,470.0,192.0
306,"2020","Uttar Pradesh","9","Railway Accidents",1560.0,31.0,1558.0
307,"2020","Uttar Pradesh","9","Railway Crossing Accidents",380.0,56.0,561.0
308,"2020","Uttar Pradesh","9","Road Accidents",28653.0,15982.0,19037.0
309,"2020","Uttarakhand","5","Railway Accidents",5.0,1.0,4.0
310,"2020","Uttarakhand","5","Railway Crossing Accidents",3.0,0.0,3.0
311,"2020","Uttarakhand","5","Road Accidents",1050.0,862.0,693.0
312,"2020","West Bengal","19","Railway Accidents",1505.0,61.0,1444.0
313,"2020","West Bengal","19","Railway Crossing Accidents",83.0,12.0,71.0
314,"2020","West Bengal","19","Road Accidents",10843.0,9556.0,5171.0
315,"2021","Andaman And Nicobar Islands","35","Railway Accidents",0.0,0.0,0.0
316,"2021","Andaman And Nicobar Islands","35","Railway Crossing Accidents",0.0,0.0,0.0
317,"2021","Andaman And Nicobar Islands","35","Road Accidents",117.0,97.0,22.0
318,"2021","Andhra Pradesh","28","Railway Accidents",755.0,0.0,760.0
319,"2021","Andhra Pradesh","28","Railway Crossing Accidents",0.0,0.0,0.0
320,"2021","Andhra Pradesh","28","Road Accidents",21556.0,21040.0,8186.0
321,"2021","Arunachal Pradesh","12","Railway Accidents",0.0,0.0,0.0
322,"2021","Arunachal Pradesh","12","Railway Crossing Accidents",0.0,0.0,0.0
323,"2021","Arunachal Pradesh","12","Road Accidents",261.0,266.0,173.0
324,"2021","Assam","18","Railway Accidents",459.0,0.0,459.0
325,"2021","Assam","18","Railway Crossing Accidents",3.0,2.0,2.0
326,"2021","Assam","18","Road Accidents",7069.0,5420.0,3014.0
327,"2021","Bihar","10","Railway Accidents",1147.0,47.0,1151.0
328,"2021","Bihar","10","Railway Crossing Accidents",163.0,64.0,163.0
329,"2021","Bihar","10","Road Accidents",9553.0,7946.0,7660.0
330,"2021","Chandigarh","4","Railway Accidents",0.0,0.0,0.0
331,"2021","Chandigarh","4","Railway Crossing Accidents",0.0,0.0,0.0
332,"2021","Chandigarh","4","Road Accidents",208.0,172.0,96.0
333,"2021","Chhattisgarh","22","Railway Accidents",412.0,0.0,412.0
334,"2021","Chhattisgarh","22","Railway Crossing Accidents",0.0,0.0,0.0
335,"2021","Chhattisgarh","22","Road Accidents",12395.0,10682.0,5413.0
336,"2021","Delhi","7","Railway Accidents",676.0,126.0,550.0
337,"2021","Delhi","7","Railway Crossing Accidents",0.0,0.0,0.0
338,"2021","Delhi","7","Road Accidents",4720.0,3989.0,1239.0
339,"2021","Goa","30","Railway Accidents",49.0,0.0,49.0
340,"2021","Goa","30","Railway Crossing Accidents",0.0,0.0,0.0
341,"2021","Goa","30","Road Accidents",2850.0,856.0,226.0
342,"2021","Gujarat","24","Railway Accidents",571.0,1.0,579.0
343,"2021","Gujarat","24","Railway Crossing Accidents",0.0,0.0,0.0
344,"2021","Gujarat","24","Road Accidents",15200.0,13722.0,7457.0
345,"2021","Haryana","6","Railway Accidents",806.0,16.0,790.0
346,"2021","Haryana","6","Railway Crossing Accidents",160.0,2.0,158.0
347,"2021","Haryana","6","Road Accidents",10049.0,7972.0,4983.0
348,"2021","Himachal Pradesh","2","Railway Accidents",0.0,0.0,0.0
349,"2021","Himachal Pradesh","2","Railway Crossing Accidents",0.0,0.0,0.0
350,"2021","Himachal Pradesh","2","Road Accidents",2408.0,3445.0,1032.0
351,"2021","Jammu And Kashmir","1","Railway Accidents",15.0,0.0,15.0
352,"2021","Jammu And Kashmir","1","Railway Crossing Accidents",7.0,0.0,7.0
353,"2021","Jammu And Kashmir","1","Road Accidents",5402.0,6856.0,804.0
354,"2021","Jharkhand","20","Railway Accidents",284.0,20.0,271.0
355,"2021","Jharkhand","20","Railway Crossing Accidents",117.0,0.0,117.0
356,"2021","Jharkhand","20","Road Accidents",4728.0,3227.0,3513.0
357,"2021","Karnataka","29","Railway Accidents",0.0,0.0,0.0
358,"2021","Karnataka","29","Railway Crossing Accidents",0.0,0.0,0.0
359,"2021","Karnataka","29","Road Accidents",34647.0,40754.0,10038.0
360,"2021","Kerala","32","Railway Accidents",171.0,0.0,172.0
361,"2021","Kerala","32","Railway Crossing Accidents",121.0,2.0,123.0
362,"2021","Kerala","32","Road Accidents",32759.0,36514.0,3429.0
363,"2021","Ladakh","37","Railway Accidents",0.0,0.0,0.0
364,"2021","Ladakh","37","Railway Crossing Accidents",0.0,0.0,0.0
365,"2021","Ladakh","37","Road Accidents",237.0,291.0,56.0
366,"2021","Lakshadweep","31","Railway Accidents",0.0,0.0,0.0
367,"2021","Lakshadweep","31","Railway Crossing Accidents",0.0,0.0,0.0
368,"2021","Lakshadweep","31","Road Accidents",4.0,6.0,1.0
369,"2021","Madhya Pradesh","23","Railway Accidents",1078.0,0.0,1079.0
370,"2021","Madhya Pradesh","23","Railway Crossing Accidents",196.0,0.0,196.0
371,"2021","Madhya Pradesh","23","Road Accidents",48219.0,47117.0,12480.0
372,"2021","Maharashtra","27","Railway Accidents",3488.0,957.0,2535.0
373,"2021","Maharashtra","27","Railway Crossing Accidents",0.0,0.0,0.0
374,"2021","Maharashtra","27","Road Accidents",26598.0,19676.0,13911.0
375,"2021","Manipur","14","Railway Accidents",0.0,0.0,0.0
376,"2021","Manipur","14","Railway Crossing Accidents",0.0,0.0,0.0
377,"2021","Manipur","14","Road Accidents",366.0,504.0,110.0
378,"2021","Meghalaya","17","Railway Accidents",0.0,0.0,0.0
379,"2021","Meghalaya","17","Railway Crossing Accidents",0.0,0.0,0.0
380,"2021","Meghalaya","17","Road Accidents",244.0,263.0,187.0
381,"2021","Mizoram","15","Railway Accidents",0.0,0.0,0.0
382,"2021","Mizoram","15","Railway Crossing Accidents",0.0,0.0,0.0
383,"2021","Mizoram","15","Road Accidents",64.0,28.0,64.0
384,"2021","Nagaland","13","Railway Accidents",0.0,0.0,0.0
385,"2021","Nagaland","13","Railway Crossing Accidents",9.0,0.0,9.0
386,"2021","Nagaland","13","Road Accidents",25.0,35.0,23.0
387,"2021","Odisha","21","Railway Accidents",306.0,94.0,306.0
388,"2021","Odisha","21","Railway Crossing Accidents",0.0,0.0,0.0
389,"2021","Odisha","21","Road Accidents",10983.0,9782.0,5081.0
390,"2021","Puducherry","34","Railway Accidents",0.0,0.0,0.0
391,"2021","Puducherry","34","Railway Crossing Accidents",0.0,0.0,0.0
392,"2021","Puducherry","34","Road Accidents",1049.0,1099.0,143.0
393,"2021","Punjab","3","Railway Accidents",615.0,40.0,576.0
394,"2021","Punjab","3","Railway Crossing Accidents",1.0,0.0,1.0
395,"2021","Punjab","3","Road Accidents",6097.0,3034.0,4516.0
396,"2021","Rajasthan","8","Railway Accidents",669.0,17.0,655.0
397,"2021","Rajasthan","8","Railway Crossing Accidents",0.0,0.0,0.0
398,"2021","Rajasthan","8","Road Accidents",20954.0,19357.0,10043.0
399,"2021","Sikkim","11","Railway Accidents",0.0,0.0,0.0
400,"2021","Sikkim","11","Railway Crossing Accidents",0.0,0.0,0.0
401,"2021","Sikkim","11","Road Accidents",122.0,178.0,64.0
402,"2021","Tamil Nadu","33","Railway Accidents",1407.0,107.0,1300.0
403,"2021","Tamil Nadu","33","Railway Crossing Accidents",1.0,0.0,1.0
404,"2021","Tamil Nadu","33","Road Accidents",55682.0,55996.0,15384.0
405,"2021","Telangana","36","Railway Accidents",408.0,0.0,412.0
406,"2021","Telangana","36","Railway Crossing Accidents",0.0,0.0,0.0
407,"2021","Telangana","36","Road Accidents",21315.0,20107.0,7557.0
408,"2021","The Dadra And Nagar Haveli And Daman And Diu","38","Railway Accidents",0.0,0.0,0.0
409,"2021","The Dadra And Nagar Haveli And Daman And Diu","38","Railway Crossing Accidents",0.0,0.0,0.0
410,"2021","The Dadra And Nagar Haveli And Daman And Diu","38","Road Accidents",140.0,171.0,76.0
411,"2021","Tripura","16","Railway Accidents",4.0,0.0,5.0
412,"2021","Tripura","16","Railway Crossing Accidents",33.0,0.0,35.0
413,"2021","Tripura","16","Road Accidents",478.0,546.0,194.0
414,"2021","Uttar Pradesh","9","Railway Accidents",2223.0,281.0,2044.0
415,"2021","Uttar Pradesh","9","Railway Crossing Accidents",575.0,34.0,875.0
416,"2021","Uttar Pradesh","9","Road Accidents",33711.0,19813.0,21792.0
417,"2021","Uttarakhand","5","Railway Accidents",25.0,0.0,29.0
418,"2021","Uttarakhand","5","Railway Crossing Accidents",0.0,0.0,0.0
419,"2021","Uttarakhand","5","Road Accidents",1405.0,1127.0,824.0
420,"2021","West Bengal","19","Railway Accidents",2425.0,146.0,2282.0
421,"2021","West Bengal","19","Railway Crossing Accidents",164.0,44.0,120.0
422,"2021","West Bengal","19","Road Accidents",11501.0,9796.0,5831.0
423,"2022","Andaman And Nicobar Islands","35","Railway Accidents",0.0,0.0,0.0
424,"2022","Andaman And Nicobar Islands","35","Railway Crossing Accidents",0.0,0.0,0.0
425,"2022","Andaman And Nicobar Islands","35","Road Accidents",141.0,136.0,19.0
426,"2022","Andhra Pradesh","28","Railway Accidents",1029.0,0.0,1037.0
427,"2022","Andhra Pradesh","28","Railway Crossing Accidents",0.0,0.0,0.0
428,"2022","Andhra Pradesh","28","Road Accidents",21070.0,21340.0,8293.0
429,"2022","Arunachal Pradesh","12","Railway Accidents",0.0,0.0,0.0
430,"2022","Arunachal Pradesh","12","Railway Crossing Accidents",0.0,0.0,0.0
431,"2022","Arunachal Pradesh","12","Road Accidents",215.0,177.0,152.0
432,"2022","Assam","18","Railway Accidents",689.0,0.0,693.0
433,"2022","Assam","18","Railway Crossing Accidents",22.0,0.0,22.0
434,"2022","Assam","18","Road Accidents",7028.0,5679.0,3060.0
435,"2022","Bihar","10","Railway Accidents",1444.0,6.0,1446.0
436,"2022","Bihar","10","Railway Crossing Accidents",52.0,0.0,53.0
437,"2022","Bihar","10","Road Accidents",10801.0,7068.0,8898.0
438,"2022","Chandigarh","4","Railway Accidents",0.0,0.0,0.0
439,"2022","Chandigarh","4","Railway Crossing Accidents",0.0,0.0,0.0
440,"2022","Chandigarh","4","Road Accidents",238.0,203.0,83.0
441,"2022","Chhattisgarh","22","Railway Accidents",429.0,21.0,429.0
442,"2022","Chhattisgarh","22","Railway Crossing Accidents",4.0,0.0,4.0
443,"2022","Chhattisgarh","22","Road Accidents",13091.0,11459.0,5890.0
444,"2022","Delhi","7","Railway Accidents",796.0,105.0,691.0
445,"2022","Delhi","7","Railway Crossing Accidents",0.0,0.0,0.0
446,"2022","Delhi","7","Road Accidents",5560.0,4713.0,1461.0
447,"2022","Goa","30","Railway Accidents",54.0,0.0,54.0
448,"2022","Goa","30","Railway Crossing Accidents",0.0,0.0,0.0
449,"2022","Goa","30","Road Accidents",3012.0,1071.0,274.0
450,"2022","Gujarat","24","Railway Accidents",766.0,0.0,777.0
451,"2022","Gujarat","24","Railway Crossing Accidents",6.0,0.0,6.0
452,"2022","Gujarat","24","Road Accidents",15777.0,15139.0,7634.0
453,"2022","Haryana","6","Railway Accidents",1127.0,26.0,1101.0
454,"2022","Haryana","6","Railway Crossing Accidents",95.0,0.0,95.0
455,"2022","Haryana","6","Road Accidents",10654.0,8353.0,5228.0
456,"2022","Himachal Pradesh","2","Railway Accidents",0.0,0.0,0.0
457,"2022","Himachal Pradesh","2","Railway Crossing Accidents",0.0,0.0,0.0
458,"2022","Himachal Pradesh","2","Road Accidents",2484.0,3891.0,979.0
459,"2022","Jammu And Kashmir","1","Railway Accidents",49.0,2.0,49.0
460,"2022","Jammu And Kashmir","1","Railway Crossing Accidents",3.0,0.0,3.0
461,"2022","Jammu And Kashmir","1","Road Accidents",6090.0,8350.0,838.0
462,"2022","Jharkhand","20","Railway Accidents",362.0,19.0,346.0
463,"2022","Jharkhand","20","Railway Crossing Accidents",7.0,0.0,7.0
464,"2022","Jharkhand","20","Road Accidents",5175.0,3747.0,3898.0
465,"2022","Karnataka","29","Railway Accidents",0.0,0.0,0.0
466,"2022","Karnataka","29","Railway Crossing Accidents",0.0,0.0,0.0
467,"2022","Karnataka","29","Road Accidents",39765.0,48154.0,11705.0
468,"2022","Kerala","32","Railway Accidents",194.0,0.0,194.0
469,"2022","Kerala","32","Railway Crossing Accidents",184.0,1.0,185.0
470,"2022","Kerala","32","Road Accidents",43592.0,49317.0,4317.0
471,"2022","Ladakh","37","Railway Accidents",0.0,0.0,0.0
472,"2022","Ladakh","37","Railway Crossing Accidents",0.0,0.0,0.0
473,"2022","Ladakh","37","Road Accidents",268.0,333.0,66.0
474,"2022","Lakshadweep","31","Railway Accidents",0.0,0.0,0.0
475,"2022","Lakshadweep","31","Railway Crossing Accidents",0.0,0.0,0.0
476,"2022","Lakshadweep","31","Road Accidents",4.0,3.0,2.0
477,"2022","Madhya Pradesh","23","Railway Accidents",1275.0,0.0,1275.0
478,"2022","Madhya Pradesh","23","Railway Crossing Accidents",239.0,0.0,239.0
479,"2022","Madhya Pradesh","23","Road Accidents",51965.0,51264.0,13918.0
480,"2022","Maharashtra","27","Railway Accidents",4827.0,1686.0,3145.0
481,"2022","Maharashtra","27","Railway Crossing Accidents",0.0,0.0,0.0
482,"2022","Maharashtra","27","Road Accidents",30546.0,23878.0,15748.0
483,"2022","Manipur","14","Railway Accidents",2.0,0.0,2.0
484,"2022","Manipur","14","Railway Crossing Accidents",0.0,0.0,0.0
485,"2022","Manipur","14","Road Accidents",508.0,817.0,127.0
486,"2022","Meghalaya","17","Railway Accidents",0.0,0.0,0.0
487,"2022","Meghalaya","17","Railway Crossing Accidents",0.0,0.0,0.0
488,"2022","Meghalaya","17","Road Accidents",246.0,310.0,162.0
489,"2022","Mizoram","15","Railway Accidents",0.0,0.0,0.0
490,"2022","Mizoram","15","Railway Crossing Accidents",0.0,0.0,0.0
491,"2022","Mizoram","15","Road Accidents",71.0,28.0,83.0
492,"2022","Nagaland","13","Railway Accidents",0.0,0.0,0.0
493,"2022","Nagaland","13","Railway Crossing Accidents",5.0,0.0,5.0
494,"2022","Nagaland","13","Road Accidents",24.0,42.0,22.0
495,"2022","Odisha","21","Railway Accidents",27.0,0.0,27.0
496,"2022","Odisha","21","Railway Crossing Accidents",54.0,54.0,0.0
497,"2022","Odisha","21","Road Accidents",11663.0,10269.0,5470.0
498,"2022","Puducherry","34","Railway Accidents",9.0,0.0,9.0
499,"2022","Puducherry","34","Railway Crossing Accidents",0.0,0.0,0.0
500,"2022","Puducherry","34","Road Accidents",1181.0,1282.0,181.0
501,"2022","Punjab","3","Railway Accidents",978.0,74.0,914.0
502,"2022","Punjab","3","Railway Crossing Accidents",0.0,0.0,0.0
503,"2022","Punjab","3","Road Accidents",6122.0,3372.0,4688.0
504,"2022","Rajasthan","8","Railway Accidents",942.0,8.0,943.0
505,"2022","Rajasthan","8","Railway Crossing Accidents",0.0,0.0,0.0
506,"2022","Rajasthan","8","Road Accidents",23620.0,22249.0,11103.0
507,"2022","Sikkim","11","Railway Accidents",0.0,0.0,0.0
508,"2022","Sikkim","11","Railway Crossing Accidents",0.0,0.0,0.0
509,"2022","Sikkim","11","Road Accidents",199.0,371.0,98.0
510,"2022","Tamil Nadu","33","Railway Accidents",2012.0,189.0,1833.0
511,"2022","Tamil Nadu","33","Railway Crossing Accidents",0.0,0.0,0.0
512,"2022","Tamil Nadu","33","Road Accidents",64105.0,67703.0,17884.0
513,"2022","Telangana","36","Railway Accidents",616.0,0.0,625.0
514,"2022","Telangana","36","Railway Crossing Accidents",0.0,0.0,0.0
515,"2022","Telangana","36","Road Accidents",21619.0,20209.0,7559.0
516,"2022","The Dadra And Nagar Haveli And Daman And Diu","38","Railway Accidents",0.0,0.0,0.0
517,"2022","The Dadra And Nagar Haveli And Daman And Diu","38","Railway Crossing Accidents",0.0,0.0,0.0
518,"2022","The Dadra And Nagar Haveli And Daman And Diu","38","Road Accidents",175.0,257.0,80.0
519,"2022","Tripura","16","Railway Accidents",27.0,0.0,27.0
520,"2022","Tripura","16","Railway Crossing Accidents",2.0,0.0,2.0
521,"2022","Tripura","16","Road Accidents",575.0,541.0,241.0
522,"2022","Uttar Pradesh","9","Railway Accidents",3190.0,35.0,3166.0
523,"2022","Uttar Pradesh","9","Railway Crossing Accidents",1340.0,4.0,1340.0
524,"2022","Uttar Pradesh","9","Road Accidents",36875.0,21696.0,24109.0
525,"2022","Uttarakhand","5","Railway Accidents",74.0,0.0,74.0
526,"2022","Uttarakhand","5","Railway Crossing Accidents",1.0,0.0,1.0
527,"2022","Uttarakhand","5","Road Accidents",1674.0,1613.0,1042.0
528,"2022","West Bengal","19","Railway Accidents",2221.0,286.0,1935.0
529,"2022","West Bengal","19","Railway Crossing Accidents",546.0,53.0,493.0
530,"2022","West Bengal","19","Road Accidents",10635.0,8124.0,5788.0
