"id","year","state_name","state_code","mode_of_transport","offenders","victims"
379,"2018","Sikkim","11","Bicycle",0.0,0.0
380,"2018","Sikkim","11","Bus",0.0,0.0
381,"2018","Sikkim","11","Car",12.0,1.0
382,"2018","Sikkim","11","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
383,"2018","Sikkim","11","Jeep",5.0,0.0
384,"2018","Sikkim","11","Other Motor Vehicles",0.0,0.0
385,"2018","Sikkim","11","Others",1.0,0.0
386,"2018","Sikkim","11","Pedestrian",0.0,0.0
387,"2018","Sikkim","11","Suv/Station Wagon/Etc.",14.0,17.0
388,"2018","Sikkim","11","Three Wheeler/Auto Rickshaw",1.0,0.0
389,"2018","Sikkim","11","Tractor",0.0,0.0
390,"2018","Sikkim","11","Truck/Lorry",11.0,3.0
391,"2018","Sikkim","11","Two Wheeler",5.0,1.0
392,"2018","Tamil Nadu","33","Animal Drawn Vehicle",0.0,0.0
393,"2018","Tamil Nadu","33","Bicycle",82.0,59.0
394,"2018","Tamil Nadu","33","Bus",341.0,1130.0
395,"2018","Tamil Nadu","33","Car",892.0,1709.0
396,"2018","Tamil Nadu","33","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
397,"2018","Tamil Nadu","33","Jeep",141.0,35.0
398,"2018","Tamil Nadu","33","Other Motor Vehicles",0.0,0.0
399,"2018","Tamil Nadu","33","Others",0.0,0.0
400,"2018","Tamil Nadu","33","Pedestrian",276.0,978.0
401,"2018","Tamil Nadu","33","Suv/Station Wagon/Etc.",66.0,225.0
402,"2018","Tamil Nadu","33","Three Wheeler/Auto Rickshaw",141.0,133.0
403,"2018","Tamil Nadu","33","Tractor",33.0,72.0
404,"2018","Tamil Nadu","33","Truck/Lorry",621.0,1317.0
405,"2018","Tamil Nadu","33","Two Wheeler",3192.0,773.0
406,"2018","Telangana","36","Animal Drawn Vehicle",0.0,1.0
407,"2018","Telangana","36","Bicycle",7.0,41.0
408,"2018","Telangana","36","Bus",44.0,382.0
409,"2018","Telangana","36","Car",154.0,853.0
410,"2018","Telangana","36","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
411,"2018","Telangana","36","Jeep",0.0,22.0
412,"2018","Telangana","36","Other Motor Vehicles",14.0,102.0
413,"2018","Telangana","36","Others",0.0,2.0
414,"2018","Telangana","36","Pedestrian",0.0,360.0
415,"2018","Telangana","36","Suv/Station Wagon/Etc.",5.0,237.0
416,"2018","Telangana","36","Three Wheeler/Auto Rickshaw",53.0,380.0
417,"2018","Telangana","36","Tractor",43.0,194.0
418,"2018","Telangana","36","Truck/Lorry",137.0,744.0
419,"2018","Telangana","36","Two Wheeler",758.0,2070.0
420,"2018","The Dadra And Nagar Haveli And Daman And Diu","38","Animal Drawn Vehicle",0.0,0.0
421,"2018","The Dadra And Nagar Haveli And Daman And Diu","38","Bicycle",0.0,0.0
422,"2018","The Dadra And Nagar Haveli And Daman And Diu","38","Bus",0.0,2.0
423,"2018","The Dadra And Nagar Haveli And Daman And Diu","38","Car",0.0,9.0
424,"2018","The Dadra And Nagar Haveli And Daman And Diu","38","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
425,"2018","The Dadra And Nagar Haveli And Daman And Diu","38","Jeep",1.0,0.0
426,"2018","The Dadra And Nagar Haveli And Daman And Diu","38","Other Motor Vehicles",0.0,3.0
427,"2018","The Dadra And Nagar Haveli And Daman And Diu","38","Others",0.0,0.0
428,"2018","The Dadra And Nagar Haveli And Daman And Diu","38","Pedestrian",0.0,4.0
429,"2018","The Dadra And Nagar Haveli And Daman And Diu","38","Suv/Station Wagon/Etc.",0.0,1.0
430,"2018","The Dadra And Nagar Haveli And Daman And Diu","38","Three Wheeler/Auto Rickshaw",1.0,5.0
431,"2018","The Dadra And Nagar Haveli And Daman And Diu","38","Tractor",0.0,0.0
432,"2018","The Dadra And Nagar Haveli And Daman And Diu","38","Truck/Lorry",1.0,30.0
433,"2018","The Dadra And Nagar Haveli And Daman And Diu","38","Two Wheeler",6.0,27.0
434,"2018","Tripura","16","Animal Drawn Vehicle",0.0,0.0
435,"2018","Tripura","16","Bicycle",2.0,0.0
436,"2018","Tripura","16","Bus",0.0,3.0
437,"2018","Tripura","16","Car",6.0,27.0
438,"2018","Tripura","16","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
439,"2018","Tripura","16","Jeep",3.0,13.0
440,"2018","Tripura","16","Other Motor Vehicles",0.0,0.0
441,"2018","Tripura","16","Others",0.0,3.0
442,"2018","Tripura","16","Pedestrian",3.0,57.0
443,"2018","Tripura","16","Suv/Station Wagon/Etc.",0.0,0.0
444,"2018","Tripura","16","Three Wheeler/Auto Rickshaw",0.0,14.0
445,"2018","Tripura","16","Tractor",0.0,0.0
446,"2018","Tripura","16","Truck/Lorry",0.0,18.0
447,"2018","Tripura","16","Two Wheeler",22.0,41.0
448,"2018","Uttar Pradesh","9","Animal Drawn Vehicle",5.0,12.0
449,"2018","Uttar Pradesh","9","Bicycle",28.0,82.0
450,"2018","Uttar Pradesh","9","Bus",420.0,1569.0
451,"2018","Uttar Pradesh","9","Car",825.0,2271.0
452,"2018","Uttar Pradesh","9","Hand Drawn Vehicle/ Cycle Rickshaw",5.0,27.0
453,"2018","Uttar Pradesh","9","Jeep",336.0,578.0
454,"2018","Uttar Pradesh","9","Other Motor Vehicles",77.0,385.0
455,"2018","Uttar Pradesh","9","Others",97.0,177.0
456,"2018","Uttar Pradesh","9","Pedestrian",13.0,204.0
457,"2018","Uttar Pradesh","9","Suv/Station Wagon/Etc.",462.0,1096.0
458,"2018","Uttar Pradesh","9","Three Wheeler/Auto Rickshaw",294.0,896.0
459,"2018","Uttar Pradesh","9","Tractor",115.0,798.0
460,"2018","Uttar Pradesh","9","Truck/Lorry",1048.0,4247.0
461,"2018","Uttar Pradesh","9","Two Wheeler",1900.0,4574.0
462,"2018","Uttarakhand","5","Animal Drawn Vehicle",0.0,0.0
463,"2018","Uttarakhand","5","Bicycle",0.0,15.0
464,"2018","Uttarakhand","5","Bus",14.0,140.0
465,"2018","Uttarakhand","5","Car",55.0,239.0
466,"2018","Uttarakhand","5","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
467,"2018","Uttarakhand","5","Jeep",5.0,5.0
468,"2018","Uttarakhand","5","Other Motor Vehicles",0.0,0.0
469,"2018","Uttarakhand","5","Others",0.0,14.0
470,"2018","Uttarakhand","5","Pedestrian",1.0,79.0
471,"2018","Uttarakhand","5","Suv/Station Wagon/Etc.",30.0,62.0
472,"2018","Uttarakhand","5","Three Wheeler/Auto Rickshaw",3.0,4.0
473,"2018","Uttarakhand","5","Tractor",0.0,23.0
474,"2018","Uttarakhand","5","Truck/Lorry",17.0,107.0
475,"2018","Uttarakhand","5","Two Wheeler",43.0,217.0
476,"2018","West Bengal","19","Animal Drawn Vehicle",0.0,0.0
477,"2018","West Bengal","19","Bicycle",35.0,35.0
478,"2018","West Bengal","19","Bus",124.0,402.0
479,"2018","West Bengal","19","Car",164.0,427.0
480,"2018","West Bengal","19","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,6.0
481,"2018","West Bengal","19","Jeep",7.0,12.0
482,"2018","West Bengal","19","Other Motor Vehicles",46.0,174.0
483,"2018","West Bengal","19","Others",76.0,95.0
484,"2018","West Bengal","19","Pedestrian",35.0,221.0
485,"2018","West Bengal","19","Suv/Station Wagon/Etc.",132.0,162.0
486,"2018","West Bengal","19","Three Wheeler/Auto Rickshaw",42.0,136.0
487,"2018","West Bengal","19","Tractor",34.0,192.0
488,"2018","West Bengal","19","Truck/Lorry",663.0,1075.0
489,"2018","West Bengal","19","Two Wheeler",399.0,775.0
490,"2019","Andaman And Nicobar Islands","35","Animal Drawn Vehicle",0.0,0.0
491,"2019","Andaman And Nicobar Islands","35","Bicycle",0.0,0.0
492,"2019","Andaman And Nicobar Islands","35","Bus",0.0,1.0
493,"2019","Andaman And Nicobar Islands","35","Car",0.0,0.0
494,"2019","Andaman And Nicobar Islands","35","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
495,"2019","Andaman And Nicobar Islands","35","Jeep",0.0,0.0
496,"2019","Andaman And Nicobar Islands","35","Other Motor Vehicles",0.0,0.0
497,"2019","Andaman And Nicobar Islands","35","Others",0.0,0.0
498,"2019","Andaman And Nicobar Islands","35","Pedestrian",0.0,6.0
499,"2019","Andaman And Nicobar Islands","35","Suv/Station Wagon/Etc.",0.0,0.0
500,"2019","Andaman And Nicobar Islands","35","Three Wheeler/Auto Rickshaw",0.0,0.0
501,"2019","Andaman And Nicobar Islands","35","Tractor",0.0,0.0
502,"2019","Andaman And Nicobar Islands","35","Truck/Lorry",0.0,0.0
503,"2019","Andaman And Nicobar Islands","35","Two Wheeler",0.0,13.0
504,"2019","Andhra Pradesh","28","Animal Drawn Vehicle",4.0,14.0
505,"2019","Andhra Pradesh","28","Bicycle",52.0,45.0
506,"2019","Andhra Pradesh","28","Bus",148.0,321.0
507,"2019","Andhra Pradesh","28","Car",419.0,585.0
508,"2019","Andhra Pradesh","28","Hand Drawn Vehicle/ Cycle Rickshaw",3.0,22.0
509,"2019","Andhra Pradesh","28","Jeep",108.0,49.0
510,"2019","Andhra Pradesh","28","Other Motor Vehicles",45.0,144.0
511,"2019","Andhra Pradesh","28","Others",13.0,54.0
512,"2019","Andhra Pradesh","28","Pedestrian",113.0,647.0
513,"2019","Andhra Pradesh","28","Suv/Station Wagon/Etc.",39.0,98.0
514,"2019","Andhra Pradesh","28","Three Wheeler/Auto Rickshaw",237.0,492.0
515,"2019","Andhra Pradesh","28","Tractor",140.0,137.0
516,"2019","Andhra Pradesh","28","Truck/Lorry",487.0,556.0
517,"2019","Andhra Pradesh","28","Two Wheeler",1468.0,1544.0
518,"2019","Arunachal Pradesh","12","Animal Drawn Vehicle",0.0,0.0
519,"2019","Arunachal Pradesh","12","Bicycle",1.0,0.0
520,"2019","Arunachal Pradesh","12","Bus",0.0,0.0
521,"2019","Arunachal Pradesh","12","Car",18.0,7.0
522,"2019","Arunachal Pradesh","12","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
523,"2019","Arunachal Pradesh","12","Jeep",1.0,1.0
524,"2019","Arunachal Pradesh","12","Other Motor Vehicles",1.0,1.0
525,"2019","Arunachal Pradesh","12","Others",2.0,0.0
526,"2019","Arunachal Pradesh","12","Pedestrian",0.0,1.0
527,"2019","Arunachal Pradesh","12","Suv/Station Wagon/Etc.",5.0,5.0
528,"2019","Arunachal Pradesh","12","Three Wheeler/Auto Rickshaw",1.0,0.0
529,"2019","Arunachal Pradesh","12","Tractor",0.0,3.0
530,"2019","Arunachal Pradesh","12","Truck/Lorry",16.0,16.0
531,"2019","Arunachal Pradesh","12","Two Wheeler",28.0,2.0
532,"2019","Assam","18","Animal Drawn Vehicle",0.0,0.0
533,"2019","Assam","18","Bicycle",102.0,12.0
534,"2019","Assam","18","Bus",88.0,197.0
535,"2019","Assam","18","Car",398.0,284.0
536,"2019","Assam","18","Hand Drawn Vehicle/ Cycle Rickshaw",43.0,0.0
537,"2019","Assam","18","Jeep",30.0,1.0
538,"2019","Assam","18","Other Motor Vehicles",14.0,1.0
539,"2019","Assam","18","Others",0.0,0.0
540,"2019","Assam","18","Pedestrian",0.0,5.0
541,"2019","Assam","18","Suv/Station Wagon/Etc.",47.0,134.0
542,"2019","Assam","18","Three Wheeler/Auto Rickshaw",68.0,119.0
543,"2019","Assam","18","Tractor",18.0,23.0
544,"2019","Assam","18","Truck/Lorry",188.0,111.0
545,"2019","Assam","18","Two Wheeler",845.0,517.0
546,"2019","Bihar","10","Animal Drawn Vehicle",27.0,0.0
547,"2019","Bihar","10","Bicycle",95.0,64.0
548,"2019","Bihar","10","Bus",324.0,227.0
549,"2019","Bihar","10","Car",227.0,220.0
550,"2019","Bihar","10","Hand Drawn Vehicle/ Cycle Rickshaw",1.0,18.0
551,"2019","Bihar","10","Jeep",169.0,51.0
552,"2019","Bihar","10","Other Motor Vehicles",7.0,23.0
553,"2019","Bihar","10","Others",0.0,0.0
554,"2019","Bihar","10","Pedestrian",127.0,195.0
555,"2019","Bihar","10","Suv/Station Wagon/Etc.",249.0,261.0
556,"2019","Bihar","10","Three Wheeler/Auto Rickshaw",309.0,252.0
557,"2019","Bihar","10","Tractor",194.0,68.0
558,"2019","Bihar","10","Truck/Lorry",543.0,573.0
559,"2019","Bihar","10","Two Wheeler",1950.0,1031.0
560,"2019","Chandigarh","4","Animal Drawn Vehicle",0.0,0.0
561,"2019","Chandigarh","4","Bicycle",0.0,10.0
562,"2019","Chandigarh","4","Bus",0.0,0.0
563,"2019","Chandigarh","4","Car",0.0,2.0
564,"2019","Chandigarh","4","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,1.0
565,"2019","Chandigarh","4","Jeep",0.0,0.0
566,"2019","Chandigarh","4","Other Motor Vehicles",0.0,0.0
567,"2019","Chandigarh","4","Others",0.0,0.0
568,"2019","Chandigarh","4","Pedestrian",0.0,36.0
569,"2019","Chandigarh","4","Suv/Station Wagon/Etc.",0.0,0.0
570,"2019","Chandigarh","4","Three Wheeler/Auto Rickshaw",0.0,7.0
571,"2019","Chandigarh","4","Tractor",0.0,0.0
572,"2019","Chandigarh","4","Truck/Lorry",0.0,2.0
573,"2019","Chandigarh","4","Two Wheeler",0.0,46.0
574,"2019","Chhattisgarh","22","Animal Drawn Vehicle",0.0,2.0
575,"2019","Chhattisgarh","22","Bicycle",39.0,99.0
576,"2019","Chhattisgarh","22","Bus",50.0,85.0
577,"2019","Chhattisgarh","22","Car",105.0,262.0
578,"2019","Chhattisgarh","22","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
579,"2019","Chhattisgarh","22","Jeep",9.0,16.0
580,"2019","Chhattisgarh","22","Other Motor Vehicles",71.0,144.0
581,"2019","Chhattisgarh","22","Others",83.0,123.0
582,"2019","Chhattisgarh","22","Pedestrian",15.0,228.0
583,"2019","Chhattisgarh","22","Suv/Station Wagon/Etc.",60.0,96.0
584,"2019","Chhattisgarh","22","Three Wheeler/Auto Rickshaw",24.0,36.0
585,"2019","Chhattisgarh","22","Tractor",83.0,185.0
586,"2019","Chhattisgarh","22","Truck/Lorry",233.0,456.0
587,"2019","Chhattisgarh","22","Two Wheeler",1476.0,1023.0
588,"2019","Delhi","7","Animal Drawn Vehicle",0.0,0.0
589,"2019","Delhi","7","Bicycle",3.0,11.0
590,"2019","Delhi","7","Bus",9.0,61.0
591,"2019","Delhi","7","Car",121.0,236.0
592,"2019","Delhi","7","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,3.0
593,"2019","Delhi","7","Jeep",1.0,14.0
594,"2019","Delhi","7","Other Motor Vehicles",15.0,100.0
595,"2019","Delhi","7","Others",42.0,96.0
596,"2019","Delhi","7","Pedestrian",4.0,75.0
597,"2019","Delhi","7","Suv/Station Wagon/Etc.",16.0,29.0
598,"2019","Delhi","7","Three Wheeler/Auto Rickshaw",17.0,38.0
599,"2019","Delhi","7","Tractor",1.0,7.0
600,"2019","Delhi","7","Truck/Lorry",24.0,130.0
601,"2019","Delhi","7","Two Wheeler",156.0,299.0
602,"2019","Goa","30","Animal Drawn Vehicle",0.0,0.0
603,"2019","Goa","30","Bicycle",0.0,2.0
604,"2019","Goa","30","Bus",0.0,4.0
605,"2019","Goa","30","Car",6.0,21.0
606,"2019","Goa","30","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
607,"2019","Goa","30","Jeep",0.0,1.0
608,"2019","Goa","30","Other Motor Vehicles",1.0,0.0
609,"2019","Goa","30","Others",0.0,0.0
610,"2019","Goa","30","Pedestrian",0.0,47.0
611,"2019","Goa","30","Suv/Station Wagon/Etc.",1.0,0.0
612,"2019","Goa","30","Three Wheeler/Auto Rickshaw",1.0,1.0
613,"2019","Goa","30","Tractor",0.0,0.0
614,"2019","Goa","30","Truck/Lorry",0.0,7.0
615,"2019","Goa","30","Two Wheeler",103.0,104.0
616,"2019","Gujarat","24","Animal Drawn Vehicle",3.0,4.0
617,"2019","Gujarat","24","Bicycle",16.0,98.0
618,"2019","Gujarat","24","Bus",43.0,214.0
619,"2019","Gujarat","24","Car",317.0,844.0
620,"2019","Gujarat","24","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,2.0
621,"2019","Gujarat","24","Jeep",43.0,162.0
622,"2019","Gujarat","24","Other Motor Vehicles",26.0,68.0
623,"2019","Gujarat","24","Others",32.0,102.0
624,"2019","Gujarat","24","Pedestrian",0.0,728.0
625,"2019","Gujarat","24","Suv/Station Wagon/Etc.",56.0,151.0
626,"2019","Gujarat","24","Three Wheeler/Auto Rickshaw",117.0,292.0
627,"2019","Gujarat","24","Tractor",37.0,120.0
628,"2019","Gujarat","24","Truck/Lorry",244.0,718.0
629,"2019","Gujarat","24","Two Wheeler",1322.0,1669.0
630,"2019","Haryana","6","Animal Drawn Vehicle",0.0,12.0
631,"2019","Haryana","6","Bicycle",21.0,31.0
632,"2019","Haryana","6","Bus",18.0,181.0
633,"2019","Haryana","6","Car",124.0,752.0
634,"2019","Haryana","6","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
635,"2019","Haryana","6","Jeep",10.0,67.0
636,"2019","Haryana","6","Other Motor Vehicles",17.0,165.0
637,"2019","Haryana","6","Others",15.0,299.0
638,"2019","Haryana","6","Pedestrian",385.0,747.0
639,"2019","Haryana","6","Suv/Station Wagon/Etc.",23.0,128.0
640,"2019","Haryana","6","Three Wheeler/Auto Rickshaw",14.0,116.0
641,"2019","Haryana","6","Tractor",16.0,155.0
642,"2019","Haryana","6","Truck/Lorry",65.0,698.0
643,"2019","Haryana","6","Two Wheeler",334.0,876.0
644,"2019","Himachal Pradesh","2","Animal Drawn Vehicle",1.0,2.0
645,"2019","Himachal Pradesh","2","Bicycle",2.0,3.0
646,"2019","Himachal Pradesh","2","Bus",10.0,105.0
647,"2019","Himachal Pradesh","2","Car",177.0,180.0
648,"2019","Himachal Pradesh","2","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
649,"2019","Himachal Pradesh","2","Jeep",62.0,83.0
650,"2019","Himachal Pradesh","2","Other Motor Vehicles",3.0,16.0
651,"2019","Himachal Pradesh","2","Others",0.0,0.0
652,"2019","Himachal Pradesh","2","Pedestrian",7.0,19.0
653,"2019","Himachal Pradesh","2","Suv/Station Wagon/Etc.",21.0,24.0
654,"2019","Himachal Pradesh","2","Three Wheeler/Auto Rickshaw",0.0,1.0
655,"2019","Himachal Pradesh","2","Tractor",19.0,15.0
656,"2019","Himachal Pradesh","2","Truck/Lorry",41.0,62.0
657,"2019","Himachal Pradesh","2","Two Wheeler",160.0,111.0
658,"2019","Jammu And Kashmir","1","Animal Drawn Vehicle",0.0,0.0
659,"2019","Jammu And Kashmir","1","Bicycle",1.0,0.0
660,"2019","Jammu And Kashmir","1","Bus",67.0,46.0
661,"2019","Jammu And Kashmir","1","Car",99.0,125.0
662,"2019","Jammu And Kashmir","1","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
663,"2019","Jammu And Kashmir","1","Jeep",2.0,5.0
664,"2019","Jammu And Kashmir","1","Other Motor Vehicles",39.0,72.0
665,"2019","Jammu And Kashmir","1","Others",29.0,14.0
666,"2019","Jammu And Kashmir","1","Pedestrian",15.0,59.0
667,"2019","Jammu And Kashmir","1","Suv/Station Wagon/Etc.",22.0,66.0
668,"2019","Jammu And Kashmir","1","Three Wheeler/Auto Rickshaw",1.0,11.0
669,"2019","Jammu And Kashmir","1","Tractor",16.0,14.0
670,"2019","Jammu And Kashmir","1","Truck/Lorry",61.0,44.0
671,"2019","Jammu And Kashmir","1","Two Wheeler",108.0,93.0
672,"2019","Jharkhand","20","Animal Drawn Vehicle",0.0,0.0
673,"2019","Jharkhand","20","Bicycle",33.0,3.0
674,"2019","Jharkhand","20","Bus",66.0,112.0
675,"2019","Jharkhand","20","Car",323.0,234.0
676,"2019","Jharkhand","20","Hand Drawn Vehicle/ Cycle Rickshaw",16.0,0.0
677,"2019","Jharkhand","20","Jeep",53.0,78.0
678,"2019","Jharkhand","20","Other Motor Vehicles",1.0,2.0
679,"2019","Jharkhand","20","Others",0.0,0.0
680,"2019","Jharkhand","20","Pedestrian",15.0,50.0
681,"2019","Jharkhand","20","Suv/Station Wagon/Etc.",59.0,102.0
682,"2019","Jharkhand","20","Three Wheeler/Auto Rickshaw",112.0,139.0
683,"2019","Jharkhand","20","Tractor",32.0,0.0
684,"2019","Jharkhand","20","Truck/Lorry",250.0,172.0
685,"2019","Jharkhand","20","Two Wheeler",1182.0,767.0
686,"2019","Karnataka","29","Animal Drawn Vehicle",0.0,21.0
687,"2019","Karnataka","29","Bicycle",36.0,7.0
688,"2019","Karnataka","29","Bus",124.0,435.0
689,"2019","Karnataka","29","Car",636.0,1112.0
690,"2019","Karnataka","29","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
691,"2019","Karnataka","29","Jeep",97.0,69.0
692,"2019","Karnataka","29","Other Motor Vehicles",41.0,101.0
693,"2019","Karnataka","29","Others",80.0,178.0
694,"2019","Karnataka","29","Pedestrian",109.0,1179.0
695,"2019","Karnataka","29","Suv/Station Wagon/Etc.",24.0,45.0
696,"2019","Karnataka","29","Three Wheeler/Auto Rickshaw",184.0,350.0
697,"2019","Karnataka","29","Tractor",88.0,126.0
698,"2019","Karnataka","29","Truck/Lorry",388.0,575.0
699,"2019","Karnataka","29","Two Wheeler",2955.0,1991.0
700,"2019","Kerala","32","Animal Drawn Vehicle",0.0,0.0
701,"2019","Kerala","32","Bicycle",1.0,79.0
702,"2019","Kerala","32","Bus",33.0,200.0
703,"2019","Kerala","32","Car",71.0,343.0
704,"2019","Kerala","32","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
705,"2019","Kerala","32","Jeep",6.0,37.0
706,"2019","Kerala","32","Other Motor Vehicles",2.0,35.0
707,"2019","Kerala","32","Others",0.0,10.0
708,"2019","Kerala","32","Pedestrian",6.0,896.0
709,"2019","Kerala","32","Suv/Station Wagon/Etc.",5.0,27.0
710,"2019","Kerala","32","Three Wheeler/Auto Rickshaw",29.0,200.0
711,"2019","Kerala","32","Tractor",0.0,4.0
712,"2019","Kerala","32","Truck/Lorry",55.0,216.0
713,"2019","Kerala","32","Two Wheeler",276.0,1839.0
714,"2019","Lakshadweep","31","Animal Drawn Vehicle",0.0,0.0
715,"2019","Lakshadweep","31","Bicycle",0.0,0.0
716,"2019","Lakshadweep","31","Bus",0.0,0.0
717,"2019","Lakshadweep","31","Car",0.0,0.0
718,"2019","Lakshadweep","31","Hand Drawn Vehicle/ Cycle Rickshaw",0.0,0.0
719,"2019","Lakshadweep","31","Jeep",0.0,0.0
720,"2019","Lakshadweep","31","Other Motor Vehicles",0.0,0.0
721,"2019","Lakshadweep","31","Others",0.0,0.0
722,"2019","Lakshadweep","31","Pedestrian",0.0,0.0
723,"2019","Lakshadweep","31","Suv/Station Wagon/Etc.",0.0,0.0
724,"2019","Lakshadweep","31","Three Wheeler/Auto Rickshaw",0.0,0.0
725,"2019","Lakshadweep","31","Tractor",0.0,0.0
726,"2019","Lakshadweep","31","Truck/Lorry",0.0,0.0
727,"2019","Lakshadweep","31","Two Wheeler",0.0,0.0
728,"2019","Madhya Pradesh","23","Animal Drawn Vehicle",8.0,6.0
729,"2019","Madhya Pradesh","23","Bicycle",37.0,39.0
730,"2019","Madhya Pradesh","23","Bus",144.0,443.0
731,"2019","Madhya Pradesh","23","Car",409.0,1069.0
732,"2019","Madhya Pradesh","23","Hand Drawn Vehicle/ Cycle Rickshaw",3.0,0.0
733,"2019","Madhya Pradesh","23","Jeep",98.0,288.0
734,"2019","Madhya Pradesh","23","Other Motor Vehicles",63.0,304.0
735,"2019","Madhya Pradesh","23","Others",44.0,108.0
736,"2019","Madhya Pradesh","23","Pedestrian",137.0,692.0
737,"2019","Madhya Pradesh","23","Suv/Station Wagon/Etc.",126.0,450.0
738,"2019","Madhya Pradesh","23","Three Wheeler/Auto Rickshaw",71.0,259.0
739,"2019","Madhya Pradesh","23","Tractor",186.0,515.0
740,"2019","Madhya Pradesh","23","Truck/Lorry",439.0,1186.0
741,"2019","Madhya Pradesh","23","Two Wheeler",1895.0,2837.0
742,"2019","Maharashtra","27","Animal Drawn Vehicle",0.0,7.0
743,"2019","Maharashtra","27","Bicycle",79.0,83.0
744,"2019","Maharashtra","27","Bus",94.0,366.0
